,user_id_str,POS tagged,Subjectivity,Polarity,TextBlob
32,154102750,"[('covid', 'n'), ('belum', 'n'), ('reda', 'n'), ('belajar', 'n'), ('daring', None), ('sma', 'a'), ('smk', 'n'), ('di', 'n'), ('bengkulu', 'n'), ('masih', 'n'), ('berlanjut', 'n')]",0.0,0.0,Neutral
33,1087295616240168961,"[('mbok', 'n'), ('ya', None), ('mikir', None), ('banyak', 'a'), ('karyawan', None), ('yg', 'n'), ('di', 'n'), ('phk', 'n'), ('gara', 'n'), ('alasan', 'a'), ('pandemi', 'n'), ('covid', 'n'), ('orangtua', 'n'), ('yg', 'n'), ('sdh', 'n'), ('x', 'n'), ('lebaran', None), ('tidak', 'a'), ('boleh', 'n'), ('ketemu', 'n'), ('anak', 'n'), ('cucu', 'n'), ('ada', 'n'), ('orgtua', 'n'), ('akibat', 'n'), ('dagangnya', 'n'), ('sepi', 'n'), ('sampai', 'n'), ('nekat', 'a'), ('nyuri', 'a'), ('ponsel', 'n'), ('utk', 'a'), ('belajar', 'n'), ('daring', None), ('anaknya', 'a'), ('ini', 'n'), ('bajingan', 'n'), ('bajingan', 'a'), ('malah', 'n'), ('diberi', 'n'), ('izin', 'n'), ('kumpul', 'n')]",0.0,0.0,Neutral
34,185101017,"[('ppkm', 'a'), ('level', 'n'), ('covid', 'n'), ('di', 'n'), ('jawa', 'n'), ('bali', 'n'), ('agustus', 'n'), ('kegiatan', 'n'), ('belajar', 'n'), ('mengajar', 'n'), ('pelatihan', 'n'), ('dilakukan', 'n'), ('secara', 'n'), ('daring', None), ('online', 'a'), ('kegiatan', 'n'), ('belajar', 'n'), ('mengajar', 'n'), ('pelatihan', 'n'), ('dilakukan', 'n'), ('secara', 'n'), ('daring', None), ('online', 'a'), ('dan', 'n'), ('bertatap', 'n'), ('muka', 'n'), ('vaksintingkatkanimunitas', 'n'), ('oksigen', None), ('untuk', 'a'), ('pandemi', 'n')]",0.0,0.0,Neutral
35,282667727,"[('catat', 'n'), ('daerah', 'n'), ('zona', 'n'), ('merah', 'n'), ('covid', 'n'), ('wajib', 'n'), ('belajar', 'n'), ('daring', None), ('juli', 'n')]",0.0,0.0,Neutral
36,360374306,"[('kami', 'n'), ('sering', None), ('mendapatkan', 'a'), ('pertanyaan', 'n'), ('di', 'n'), ('mana', 'n'), ('saya', 'n'), ('bisa', 'n'), ('belajar', 'n'), ('bahasa', 'n'), ('rusia', 'n'), ('jawabannya', 'n'), ('di', 'n'), ('pusat', None), ('ilmu', 'a'), ('pengetahuan', 'a'), ('dan', 'n'), ('kebudayaan', 'n'), ('rusia', 'n'), ('di', 'n'), ('jakarta', 'n'), ('jl', 'n'), ('diponegoro', None), ('bahkan', 'a'), ('pandemi', 'n'), ('covid', 'n'), ('tidak', 'n'), ('bisa', 'n'), ('menjadi', 'n'), ('halangan', 'a'), ('karena', None), ('kini', None), ('kursus', 'n'), ('bahasa', 'n'), ('rusia', 'n'), ('juga', 'n'), ('ada', 'n'), ('secara', 'n'), ('daring', None)]",0.0,0.0,Neutral
37,3102442327,"[('anggota', 'n'), ('dprd', 'n'), ('kota', 'n'), ('manado', 'n'), ('dari', 'n'), ('psi', 'n'), ('sis', 'n'), ('jurani', 'n'), ('rurubua', 'n'), ('menyediakan', 'n'), ('wi', 'n'), ('fi', 'n'), ('gratis', 'n'), ('untuk', 'a'), ('membantu', 'n'), ('para', 'n'), ('siswa', 'n'), ('mahasiswa', 'n'), ('serta', 'n'), ('guru', 'n'), ('menjalankan', 'n'), ('proses', None), ('belajar', 'a'), ('mengajar', 'n'), ('yang', 'n'), ('dilakukan', 'n'), ('secara', 'n'), ('daring', None), ('selama', 'a'), ('masa', 'n'), ('pandemi', 'n'), ('covid', 'n')]",0.0,0.0,Neutral
38,121640063,"[('sejumlah', 'n'), ('siswa', 'n'), ('smun', 'n'), ('cibingbin', 'n'), ('kuningan', 'n'), ('jabar', 'n'), ('manfaatkan', 'n'), ('fasilitas', 'n'), ('wifi', None), ('gratis', 'n'), ('di', 'n'), ('koramil', 'n'), ('cibingbin', 'n'), ('utk', 'a'), ('belajar', 'n'), ('daring', None), ('kegiatan', 'a'), ('belajar', 'n'), ('daring', None), ('ini', 'a'), ('sebagai', 'n'), ('langkah', 'n'), ('yg', 'n'), ('ditempuh', 'n'), ('akibat', 'n'), ('pandemi', 'n'), ('covid', 'n'), ('firen', 'n'), ('saputra', 'a'), ('elshintalongweekend', 'n')]",0.0,0.0,Neutral
39,1356478042797797377,"[('pada', 'n'), ('peringatan', 'n'), ('hari', 'n'), ('guru', None), ('nasional', 'a'), ('ini', 'n'), ('kita', 'n'), ('harus', 'n'), ('kian', 'a'), ('membangkitkan', 'n'), ('semangat', 'n'), ('belajar', 'n'), ('walau', 'n'), ('masih', None), ('berada', 'n'), ('di', 'n'), ('masa', 'n'), ('pandemi', 'n'), ('covid', 'n'), ('segala', 'n'), ('tantangan', 'a'), ('dan', 'a'), ('adaptasi', 'n'), ('baru', 'n'), ('pada', 'n'), ('sistem', 'n'), ('belajar', None), ('daring', None), ('tentu', 'n'), ('tak', 'n'), ('boleh', 'n'), ('menjadi', 'n'), ('penghalang', 'n'), ('bagi', 'n'), ('para', 'n'), ('pelajar', 'n'), ('untuk', 'a'), ('menimba', 'n'), ('ilmu', 'n')]",0.0,0.0,Neutral
40,1260773387204546561,"[('gara', 'n'), ('gara', 'n'), ('covid', 'n'), ('belajar', 'n'), ('dirumah', 'n'), ('jadi', 'n'), ('daring', None)]",0.0,0.0,Neutral
41,1480807021884542979,"[('kalau', 'n'), ('ada', 'n'), ('orang', None), ('disekolah', 'a'), ('yg', 'n'), ('positif', 'n'), ('covid', 'n'), ('otomatis', 'n'), ('bakal', 'n'), ('belajar', 'n'), ('daring', None), ('lagi', 'n'), ('covid', 'n'), ('daring', None), ('sekolah', 'n')]",0.0,0.0,Neutral
